record_id,label,score,climate_commitment,climatebert_model,climatebert_model_backend,climatebert_job_id
r000_000,LABEL_0,0.502091,False,EnvRoBERTa-base,Local model,climatebert_multi_20260526T094755Z_a12833
r000_001,LABEL_1,0.501978,True,EnvRoBERTa-base,Local model,climatebert_multi_20260526T094755Z_a12833
r000_002,LABEL_1,0.503209,True,EnvRoBERTa-base,Local model,climatebert_multi_20260526T094755Z_a12833
r006_000,LABEL_0,0.503719,False,EnvRoBERTa-base,Local model,climatebert_multi_20260526T094755Z_a12833
r006_001,LABEL_0,0.502577,False,EnvRoBERTa-base,Local model,climatebert_multi_20260526T094755Z_a12833
r006_002,LABEL_0,0.503327,False,EnvRoBERTa-base,Local model,climatebert_multi_20260526T094755Z_a12833
r006_003,LABEL_0,0.505328,False,EnvRoBERTa-base,Local model,climatebert_multi_20260526T094755Z_a12833
r006_004,LABEL_0,0.502627,False,EnvRoBERTa-base,Local model,climatebert_multi_20260526T094755Z_a12833
r006_005,LABEL_0,0.501876,False,EnvRoBERTa-base,Local model,climatebert_multi_20260526T094755Z_a12833
r006_006,LABEL_0,0.500789,False,EnvRoBERTa-base,Local model,climatebert_multi_20260526T094755Z_a12833
r006_007,LABEL_0,0.502019,False,EnvRoBERTa-base,Local model,climatebert_multi_20260526T094755Z_a12833
r006_008,LABEL_0,0.503563,False,EnvRoBERTa-base,Local model,climatebert_multi_20260526T094755Z_a12833
r006_009,LABEL_0,0.500753,False,EnvRoBERTa-base,Local model,climatebert_multi_20260526T094755Z_a12833
r006_010,LABEL_0,0.504484,False,EnvRoBERTa-base,Local model,climatebert_multi_20260526T094755Z_a12833
r006_011,LABEL_0,0.506802,False,EnvRoBERTa-base,Local model,climatebert_multi_20260526T094755Z_a12833
r007_000,LABEL_0,0.506413,False,EnvRoBERTa-base,Local model,climatebert_multi_20260526T094755Z_a12833
r007_001,LABEL_0,0.503859,False,EnvRoBERTa-base,Local model,climatebert_multi_20260526T094755Z_a12833
r007_002,LABEL_0,0.504384,False,EnvRoBERTa-base,Local model,climatebert_multi_20260526T094755Z_a12833
r007_003,LABEL_0,0.50167,False,EnvRoBERTa-base,Local model,climatebert_multi_20260526T094755Z_a12833
r007_004,LABEL_0,0.51156,False,EnvRoBERTa-base,Local model,climatebert_multi_20260526T094755Z_a12833
r007_005,LABEL_0,0.503108,False,EnvRoBERTa-base,Local model,climatebert_multi_20260526T094755Z_a12833
r007_006,LABEL_0,0.501152,False,EnvRoBERTa-base,Local model,climatebert_multi_20260526T094755Z_a12833
r007_007,LABEL_0,0.507889,False,EnvRoBERTa-base,Local model,climatebert_multi_20260526T094755Z_a12833
r007_008,LABEL_0,0.508614,False,EnvRoBERTa-base,Local model,climatebert_multi_20260526T094755Z_a12833
r007_009,LABEL_0,0.507982,False,EnvRoBERTa-base,Local model,climatebert_multi_20260526T094755Z_a12833
r007_010,LABEL_0,0.50139,False,EnvRoBERTa-base,Local model,climatebert_multi_20260526T094755Z_a12833
r007_011,LABEL_0,0.505231,False,EnvRoBERTa-base,Local model,climatebert_multi_20260526T094755Z_a12833
r007_012,LABEL_0,0.504505,False,EnvRoBERTa-base,Local model,climatebert_multi_20260526T094755Z_a12833
r007_013,LABEL_0,0.504812,False,EnvRoBERTa-base,Local model,climatebert_multi_20260526T094755Z_a12833
r007_014,LABEL_0,0.504072,False,EnvRoBERTa-base,Local model,climatebert_multi_20260526T094755Z_a12833
r007_015,LABEL_0,0.50201,False,EnvRoBERTa-base,Local model,climatebert_multi_20260526T094755Z_a12833
r007_016,LABEL_0,0.502762,False,EnvRoBERTa-base,Local model,climatebert_multi_20260526T094755Z_a12833
r007_017,LABEL_0,0.504033,False,EnvRoBERTa-base,Local model,climatebert_multi_20260526T094755Z_a12833
r007_018,LABEL_0,0.503858,False,EnvRoBERTa-base,Local model,climatebert_multi_20260526T094755Z_a12833
r007_019,LABEL_0,0.500784,False,EnvRoBERTa-base,Local model,climatebert_multi_20260526T094755Z_a12833
r007_020,LABEL_0,0.503898,False,EnvRoBERTa-base,Local model,climatebert_multi_20260526T094755Z_a12833
r012_000,LABEL_0,0.516825,False,EnvRoBERTa-base,Local model,climatebert_multi_20260526T094755Z_a12833
r012_001,LABEL_0,0.508463,False,EnvRoBERTa-base,Local model,climatebert_multi_20260526T094755Z_a12833
r012_002,LABEL_0,0.503896,False,EnvRoBERTa-base,Local model,climatebert_multi_20260526T094755Z_a12833
r012_003,LABEL_0,0.51176,False,EnvRoBERTa-base,Local model,climatebert_multi_20260526T094755Z_a12833
r012_004,LABEL_0,0.508531,False,EnvRoBERTa-base,Local model,climatebert_multi_20260526T094755Z_a12833
r012_005,LABEL_0,0.50356,False,EnvRoBERTa-base,Local model,climatebert_multi_20260526T094755Z_a12833
r012_006,LABEL_1,0.500773,True,EnvRoBERTa-base,Local model,climatebert_multi_20260526T094755Z_a12833
r012_007,LABEL_0,0.501798,False,EnvRoBERTa-base,Local model,climatebert_multi_20260526T094755Z_a12833
r012_008,LABEL_1,0.501374,True,EnvRoBERTa-base,Local model,climatebert_multi_20260526T094755Z_a12833
r012_009,LABEL_0,0.506389,False,EnvRoBERTa-base,Local model,climatebert_multi_20260526T094755Z_a12833
r012_010,LABEL_0,0.504452,False,EnvRoBERTa-base,Local model,climatebert_multi_20260526T094755Z_a12833
r014_000,LABEL_0,0.500749,False,EnvRoBERTa-base,Local model,climatebert_multi_20260526T094755Z_a12833
r014_001,LABEL_0,0.505743,False,EnvRoBERTa-base,Local model,climatebert_multi_20260526T094755Z_a12833
r014_002,LABEL_0,0.506044,False,EnvRoBERTa-base,Local model,climatebert_multi_20260526T094755Z_a12833
r014_003,LABEL_0,0.505819,False,EnvRoBERTa-base,Local model,climatebert_multi_20260526T094755Z_a12833
r014_004,LABEL_0,0.511306,False,EnvRoBERTa-base,Local model,climatebert_multi_20260526T094755Z_a12833
r014_005,LABEL_0,0.507966,False,EnvRoBERTa-base,Local model,climatebert_multi_20260526T094755Z_a12833
r014_006,LABEL_0,0.504213,False,EnvRoBERTa-base,Local model,climatebert_multi_20260526T094755Z_a12833
r014_007,LABEL_1,0.50575,True,EnvRoBERTa-base,Local model,climatebert_multi_20260526T094755Z_a12833
r014_008,LABEL_0,0.500749,False,EnvRoBERTa-base,Local model,climatebert_multi_20260526T094755Z_a12833
r014_009,LABEL_0,0.505743,False,EnvRoBERTa-base,Local model,climatebert_multi_20260526T094755Z_a12833
r014_010,LABEL_0,0.506044,False,EnvRoBERTa-base,Local model,climatebert_multi_20260526T094755Z_a12833
r014_011,LABEL_0,0.505819,False,EnvRoBERTa-base,Local model,climatebert_multi_20260526T094755Z_a12833
r014_012,LABEL_0,0.511306,False,EnvRoBERTa-base,Local model,climatebert_multi_20260526T094755Z_a12833
r014_013,LABEL_0,0.507966,False,EnvRoBERTa-base,Local model,climatebert_multi_20260526T094755Z_a12833
r014_014,LABEL_0,0.504213,False,EnvRoBERTa-base,Local model,climatebert_multi_20260526T094755Z_a12833
r014_015,LABEL_1,0.50575,True,EnvRoBERTa-base,Local model,climatebert_multi_20260526T094755Z_a12833
r014_016,LABEL_0,0.500749,False,EnvRoBERTa-base,Local model,climatebert_multi_20260526T094755Z_a12833
r014_017,LABEL_0,0.505743,False,EnvRoBERTa-base,Local model,climatebert_multi_20260526T094755Z_a12833
r014_018,LABEL_0,0.506044,False,EnvRoBERTa-base,Local model,climatebert_multi_20260526T094755Z_a12833
r014_019,LABEL_0,0.505819,False,EnvRoBERTa-base,Local model,climatebert_multi_20260526T094755Z_a12833
